school_code,school_media,romana,matematica,media
3261101638,9.07,6.65,7.5,7.07
3261101638,9.18,7.9,8.2,8.05
3261101638,9.71,8.4,6.95,7.67
3261101638,9.9,8.75,9.25,9
3261101656,7.59,4.35,3,3.67
3261101656,7.74,5.85,3,4.42
3261101656,7.91,7.7,4.7,6.2
3261101656,8.21,5.55,3,4.27
3261101656,8.26,5.4,4.7,5.05
3261101656,8.28,6.5,4.15,5.32
3261101656,8.59,7.2,4.7,5.95
3261101656,8.62,5.95,5.3,5.62
3261101656,8.67,7.7,4.9,6.3
3261101656,8.69,6.55,5.8,6.17
3261101656,8.72,8.1,7.05,7.57
3261101656,8.8,8.35,6.25,7.3
3261101656,8.81,8.55,8.3,8.42
3261101656,8.83,7,5.4,6.2
3261101656,8.89,7.8,5.65,6.72
3261101656,8.95,7.1,6.25,6.67
3261101656,8.97,7.85,6.4,7.12
3261101656,9.01,8.05,4.8,6.42
3261101656,9.07,7.25,6.05,6.65
3261101656,9.07,9.05,7,8.02
3261101656,9.08,8.3,5.6,6.95
3261101656,9.16,8.4,8.5,8.45
3261101656,9.16,8.6,7.45,8.02
3261101656,9.17,7.25,5.9,6.57
3261101656,9.23,8.65,7.75,8.2
3261101656,9.24,7,4.7,5.85
3261101656,9.26,8.75,7.45,8.1
3261101656,9.28,7.25,5.6,6.42
3261101656,9.28,7.5,6.7,7.1
3261101656,9.33,9.1,8.75,8.92
3261101656,9.34,7.7,7.95,7.82
3261101656,9.34,7.9,7.15,7.52
3261101656,9.35,8.7,7.15,7.92
3261101656,9.46,8.7,6.2,7.45
3261101656,9.5,8.5,7.2,7.85
3261101656,9.6,7.65,7.6,7.62
3261101656,9.79,9,8.8,8.9
3261101656,9.98,9.1,9.2,9.15
3261101751,7.17,6.15,5,5.57
3261101751,7.6,5.25,4.1,4.67
3261101751,7.75,7,3.85,5.42
3261101751,7.98,5.55,3.8,4.67
3261101751,8.11,7.1,4.1,5.6
3261101751,8.17,5.7,6.35,6.02
3261101751,8.17,7.35,6.7,7.02
3261101751,8.27,6.7,6,6.35
3261101751,8.28,4,5.1,4.55
3261101751,8.36,6.55,7.2,6.87
3261101751,8.37,6.5,5.2,5.85
3261101751,8.37,7,6.15,6.57
3261101751,8.42,7.25,4.05,5.65
3261101751,8.46,6.35,5.15,5.75
3261101751,8.47,7.5,5,6.25
3261101751,8.49,6.3,6.65,6.47
3261101751,8.51,7.45,5.4,6.42
3261101751,8.51,7.5,5.35,6.42
3261101751,8.56,5.05,4,4.52
3261101751,8.56,5.65,5.1,5.37
3261101751,8.58,6.8,5.6,6.2
3261101751,8.71,7.95,3.8,5.87
3261101751,8.72,5.85,7.45,6.65
3261101751,8.78,7.55,7.2,7.37
3261101751,8.79,7,4.65,5.82
3261101751,8.8,6.2,6.2,6.2
3261101751,8.8,8.25,7,7.62
3261101751,8.82,8.8,6.5,7.65
3261101751,8.84,7.35,6.75,7.05
3261101751,8.86,8.55,6.9,7.72
3261101751,8.92,7.3,5.15,6.22
3261101751,8.94,8.05,7.15,7.6
3261101751,8.94,8.35,6.5,7.42
3261101751,8.98,7.9,5.5,6.7
3261101751,9.01,8.55,5.9,7.22
3261101751,9.12,9.2,9.55,9.37
3261101751,9.18,8.4,6.85,7.62
3261101751,9.2,8.75,7.6,8.17
3261101751,9.21,8.3,5.35,6.82
3261101751,9.21,8.3,7.35,7.82
3261101751,9.23,8.95,7.1,8.02
3261101751,9.27,8.3,7.3,7.8
3261101751,9.34,8.95,8.3,8.62
3261101751,9.37,8.75,6.55,7.65
3261101751,9.38,8.8,6.35,7.57
3261101751,9.38,8.95,8.2,8.57
3261101751,9.38,9.2,7.9,8.55
3261101751,9.39,8,8.05,8.02
3261101751,9.39,8.05,9.15,8.6
3261101751,9.4,8.3,7.75,8.02
3261101751,9.42,8.3,8,8.15
3261101751,9.47,9.4,8.2,8.8
3261101751,9.48,8.9,8.2,8.55
3261101751,9.52,8.6,8.05,8.32
3261101751,9.52,8.7,9.05,8.87
3261101751,9.53,9.05,8.55,8.8
